"ID","优先级","层级","模块","标题","前置数据","GIVEN","WHEN","THEN","对应需求","建议自动化"
"AT-RBAC-004","P0_BLOCKER","API","REFUND_RBAC","L2 可执行 50000 CAT subunits 退款","FX-ORDER-REFUNDABLE; FX-STAFF-L2; FX-REFUND-500","GIVEN 合法退款金额等于 50000 CAT subunits","WHEN L2 执行退款","THEN 在 L2 权限内完成且不升级审批；申请人、原因和 transaction_ref 被记录","SPEC-5.3; SPEC-5.4; SPEC-18","API_BOUNDARY"
"AT-RBAC-005","P0_BLOCKER","API","REFUND_RBAC","50100 CAT subunits 退款升级 L3","FX-ORDER-REFUNDABLE; FX-STAFF-L2; FX-REFUND-501","GIVEN 合法退款金额为 50100 CAT subunits","WHEN L2 尝试执行退款","THEN 返回 202 APPROVAL_PENDING；不追加内部钱包退款贷记、不改变订单终态；L3 可在 step-up 有效后处理","SPEC-5.3; SPEC-5.4; SPEC-10.6","API_BOUNDARY"
"AT-RBAC-006","P0_BLOCKER","API","REFUND_RBAC","500000 CAT subunits 退款仅 L4 可直接执行","FX-ORDER-REFUNDABLE-5000; FX-STAFF-L4-A-STEPUP","GIVEN 退款金额为 500000 CAT subunits 且订单与退款预览版本有效","WHEN L4 填写原因并在近期 step-up/MFA 有效期内直接执行退款","THEN 仅 L4 可直接执行且允许同一人发起并执行，不要求不同人员复核；API 原子重校验订单、退款金额和业务版本后只退款一次；原因、step-up/MFA 事实及不可篡改审计完整保留","SPEC-5.4; SPEC-10.5; SPEC-17.4","API_APPROVAL_FLOW"
"AT-RBAC-007","P0_HIGH","API","RBAC","L2 无权修改目录返佣配置或人员权限","FX-STAFF-L2","GIVEN L2 有有效 Dashboard 会话","WHEN 调用目录、礼物价格、返佣规则、Role 映射或 staff role 写接口","THEN API 全部返回 403 且不产生配置版本；拒绝动作按权限码审计","SPEC-5.2; SPEC-5.3; SPEC-13.2","API_DATA_DRIVEN_RBAC"
"AT-RBAC-008","P0_HIGH","API","RBAC","L3 可维护业务目录但不能管理 L4 或集成密钥","FX-STAFF-L3-STEPUP","GIVEN L3 已完成 15 分钟内的二次验证","WHEN 创建服务双价格版本、调整礼物/返佣规则，并尝试授予 L4 或轮换密钥","THEN 业务配置操作成功并生成版本与审计；访问管理和集成密钥操作返回 403","SPEC-5.2; SPEC-5.3; SPEC-5.4","API_DATA_DRIVEN_RBAC"
"AT-RBAC-009","P0_BLOCKER","API","RBAC","L4 也不能硬删除财务和审计记录","FX-STAFF-L4-A-STEPUP; FX-FINANCIAL-RECORDS","GIVEN L4 管理员拥有最高权限","WHEN 尝试删除订单、交易、消费、收益、礼物、返佣、退款或 audit_logs","THEN API 无删除路由或返回 405/403；数据保持不变；纠错仅允许冲正、归档或追加更正","SPEC-5.2; SPEC-13.6; SPEC-17.4","API_SCHEMA_SECURITY"
"AT-RBAC-010","P0_BLOCKER","API","RBAC","L1-L4 权限按等级累积继承","FX-STAFF-L1; FX-STAFF-L2; FX-STAFF-L3-STEPUP; FX-STAFF-L4-A-STEPUP","GIVEN L1、L2、L3、L4 各自拥有有效会话和代表其等级的允许操作","WHEN 依次由 L2 执行 L1 操作、L3 执行 L2 操作、L4 执行 L3 操作","THEN 明确验证 L2 执行 L1、L3 执行 L2、L4 执行 L3 均成功；高等级同时继承全部更低等级 capabilities；API 与 Dashboard 能力矩阵一致且每次动作审计归因真实 actor","BASELINE-RBAC; SPEC-5.2; SPEC-17.4","API_DATA_DRIVEN_RBAC"
"AT-RBAC-011","P0_BLOCKER","API","RBAC","高额操作不要求发起与执行人员分离","FX-ORDER-REFUNDABLE-5000; FX-GIFT-REQUEST-5000; FX-STAFF-L4-A-STEPUP","GIVEN L4 对金额大于或等于 500000 CAT subunits 的退款或礼物操作填写了原因","WHEN 同一 L4 在近期 step-up/MFA 有效期内发起并执行高额操作","THEN 允许同一人发起并执行；不要求不同人员复核；L4 可直接执行高额操作；执行前重校验业务版本并完整保留不可篡改审计","BASELINE-RBAC; SPEC-5.4; SPEC-10.5; SPEC-17.4","API_RBAC"
"AT-ROL-001","P0_BLOCKER","API_DB_WORKER","ROLE_SYNC","L1 和 L2 Discord Role 可靠自动生效","FX-ROLE-MAPPINGS; FX-DISCORD-MEMBER-NO-STAFF","GIVEN 成员先获得 L1 Role 后再获得 L2 Role，且首次处理可能暂时失败","WHEN Bot 通过启动对账或 guildMemberUpdate 将观测写入持久化 role-sync 队列，或 Worker 每 5 分钟执行全量对账","THEN Outbox 在响应前提交并最多尝试 8 次；最终自动创建/更新内部 staff_account 到对应级别；记录映射版本；permissions_version 增加且旧会话撤销","SPEC-5.7; SPEC-10.5; SPEC-17.4","API_DB_WORKER_ROLE_SYNC"
"AT-ROL-002","P0_BLOCKER","API","ROLE_SYNC","首次 L3 Role 仅产生待确认升级","FX-ROLE-MAPPINGS; FX-STAFF-L2; FX-DISCORD-ROLE-L3","GIVEN L2 首次获得 L3 Discord Role","WHEN role-sync 执行","THEN effective level 仍为 L2；requested_level=L3_OPERATIONS；返回 ROLE_ELEVATION_PENDING；仅现有 L4 批准后升级并撤销会话","SPEC-5.7; SPEC-10.6; SPEC-17.4","API_ROLE_SYNC"
"AT-ROL-003","P0_BLOCKER","API","ROLE_SYNC","首次 L4 Role 由另一现有 L4 确认","FX-ROLE-MAPPINGS; FX-STAFF-L3; FX-STAFF-L4-A","GIVEN L3 首次获得 L4 Discord Role且系统已有 L4 A","WHEN role-sync 后 L4 A 批准升级","THEN 确认前仍为 L3；批准人与目标员工不同；批准后成为 L4并撤销旧会话；全部事件只追加","SPEC-5.7; SPEC-10.5; SPEC-17.4","API_ROLE_SYNC"
"AT-ROL-004","P0_BLOCKER","E2E","ROLE_SYNC","Role 降级或移除立即撤权","FX-STAFF-L3-ACTIVE-SESSION; FX-ROLE-MAPPINGS","GIVEN L3 员工有活跃 Dashboard 会话","WHEN Discord Role 被移除或只剩 L1 Role并由持久化队列处理","THEN 内部权限立即降到 L1或撤销；permissions_version 增加；所有旧会话返回 401；Dashboard 明确提示“权限已变化，请重新登录”；高级按钮消失且后续 API 按低级别拒绝","SPEC-5.7; SPEC-12; SPEC-17.4","E2E_ROLE_SYNC"
"AT-ROL-005","P0_HIGH","API","ROLE_SYNC","最高 Discord Role 不直接构成业务授权","FX-STAFF-L2; FX-DISCORD-ROLE-L4-PENDING","GIVEN 成员同时拥有 L2 与 L4 Role但 L4 尚未确认","WHEN 其通过 Bot 或 Dashboard 请求 L4 操作","THEN API 读取内部 effective level=L2 并拒绝；客户端提交 Role ID 或 requested_level 不改变授权","SPEC-5.7; SPEC-10.1; SPEC-17.4","API_SECURITY"
"AT-AUTH-001","P0_BLOCKER","API","AUTHORIZATION","伪造 Bot Actor Header 无法越权","FX-BOT-TOKEN-INVALID; FX-ACTOR-HEADERS-L4","GIVEN 外部请求伪造 X-Actor-Discord-User-Id、level、staff_id 和 L4 Role ID","WHEN 使用无效或普通 Token 调用业务/管理接口","THEN 返回 401；不解析伪造操作者、不执行业务；记录 client_id、interaction_id 和拒绝原因且不泄露敏感对象","SPEC-10.1; SPEC-11.2; SPEC-17.4","API_SECURITY"
"AT-AUTH-002","P0_BLOCKER","API","AUTHORIZATION","Dashboard 忽略浏览器自报角色","FX-STAFF-L1-SESSION","GIVEN L1 会话在请求体或 Header 自报 L4 level/permission","WHEN 调用高风险管理接口","THEN API 只从服务端会话和数据库读取 L1；返回 403；前端显示或隐藏按钮不影响结果","SPEC-10.1; SPEC-17.4","API_SECURITY"
"AT-AUTH-003","P0_BLOCKER","API","AUTHORIZATION","对象归属阻止跨用户访问和操作","FX-USER-CUSTOMER-A; FX-USER-CUSTOMER-B; FX-ORDER-CUSTOMER-B","GIVEN 客户 A 获得客户 B 的 order_id、gift_request_id 或 consumption cursor","WHEN A 通过 Bot Actor Context 请求查看、取消、确认或送礼","THEN 返回 403/404 且不泄露 B 的数据或对象状态；记录拒绝原因","SPEC-10.1; SPEC-17.4","API_SECURITY"
"AT-WHK-001","P0_BLOCKER","CONTRACT","RETIREMENT","支付 Webhook 入口已退役","FX-CONTRACTS","GIVEN 当前 API 路由、OpenAPI 与运行时配置","WHEN 扫描支付 Webhook 路径、handler、签名配置与事件处理器","THEN 不存在可调用的支付 Webhook 或渠道事件写入口；内部 CAT 钱包不依赖渠道回调入账","M7-SPEC-§1;§11","STATIC_CONTRACT_GATE"
"AT-WHK-002","P0_BLOCKER","API","RETIREMENT","旧支付回调不能写入资金事实","FX-RETIRED-PAYMENT-WEBHOOK-REQUEST","GIVEN 任意请求尝试访问旧支付 Webhook 路径或提交渠道事件","WHEN 请求到达当前 API","THEN 返回 404/不支持且不创建 WalletEntry、消费、退款、返佣调整或 Outbox；客服充值只能调用受权限与幂等保护的 Dashboard 钱包接口","M7-SPEC-§1;§9;§11","API_RETIREMENT"
"AT-WHK-003","P0_BLOCKER","CONTRACT","RETIREMENT","支付 Webhook 配置与密钥已移除","FX-CONTRACTS; FX-ENV","GIVEN 当前环境变量、部署文件与日志脱敏配置","WHEN 扫描支付 Webhook Secret、签名算法、重放窗口和 Provider key","THEN 不存在支付 Webhook 凭证或运行时配置；非资金外部触发仍需独立可信身份与通用审计","M7-SPEC-§9;§11","STATIC_SECURITY_GATE"
"AT-REC-001","P0_HIGH","API","WALLET_RECOVERY","内部余额查询失败可安全重试","FX-WALLET-READ-FAILURE","GIVEN PostgreSQL 或 WalletService 暂时不可用且未返回余额结果","WHEN 用户查询余额或提交前余额校验","THEN 显示服务暂不可用；不假设余额或扣款成功；保存 request_id；重试不创建 WalletEntry、预留或订单状态副作用","SPEC-12; SPEC-17.5; M7-SPEC-§8","API_FAULT_INJECTION"
"AT-REC-002","P0_BLOCKER","API","WALLET_RECOVERY","提交响应丢失后按原幂等键恢复捕获","FX-RESERVATION-ORDER-CAPTURE; FX-WALLET-CAPTURE-RESPONSE-LOST","GIVEN 服务完成事务已可能提交但 API 响应在客户端收到前中断","WHEN 客户端沿用原 Idempotency-Key 重试完成动作","THEN API 返回首次结果；数据库只保留一条 ORDER_CAPTURE_DEBIT、一条消费和一次 reservation CAPTURED，订单不会重复完成或扣款","BASELINE-FUNDS; SPEC-11.3; SPEC-12; SPEC-17.5; M7-SPEC-§8","API_DB_FAULT_INJECTION"
"AT-REC-003","P0_HIGH","E2E","RECOVERY","删除的订单面板可从数据库重建","FX-ORDER-IN-SERVICE; FX-DISCORD-PANEL-DELETED","GIVEN Discord 常驻面板被删除而订单数据库完整","WHEN 管理员触发面板修复 Job","THEN 按当前订单状态、金额快照和允许动作重建面板并更新 panel_message_id；不修改订单状态或资金记录","SPEC-1; SPEC-12; SPEC-17.5","E2E_DISCORD_RECOVERY"
"AT-REC-004","P0_BLOCKER","E2E","RECOVERY","Bot 重启后恢复未完成 Outbox 与交互状态","FX-GIFT-CAPTURED-UNANNOUNCED; FX-ORDER-PENDING-DISPATCH","GIVEN Bot 在礼物捕获成功未播报及候选池卡片同步过程中重启","WHEN Sapphire Bot 和 Job Worker 恢复","THEN 从 API/数据库恢复待处理 Job；播报、候选池卡片和客户面板最终同步；不重复捕获、消费、报名或终选，也不按时间关闭候选池","SPEC-4; SPEC-11.3; SPEC-17.5","E2E_RESTART_RECOVERY"
"AT-REC-005","P0_BLOCKER","UAT","BACKUP_RECOVERY","测试环境完成数据库备份恢复演练","FX-DATABASE-SNAPSHOT-A","GIVEN 测试库包含订单、交易、礼物、返佣、收益、任务和审计样本","WHEN 执行备份、清空隔离恢复库、恢复并启动 API/Bot","THEN 核心表行数和引用完整；活跃订单可继续；不可变流水校验一致；恢复过程不使用生产密钥或真实个人数据","SPEC-14; SPEC-17.5","UAT_RUNBOOK"
"AT-AUD-001","P0_BLOCKER","API","AUDIT","所有后台写操作和高风险拒绝尝试可追溯","FX-STAFF-L1; FX-STAFF-L3; FX-ORDER-ACCEPTED-A","GIVEN 分别从 Discord Bot 与 Dashboard 执行允许写操作和被拒绝高风险操作","WHEN 查询对应 audit_logs","THEN 每条含 actor_id、actor_level、actor_source、client_id、permission_code、target、before/after、reason、request_id及可选 interaction_id/approval_id","SPEC-9; SPEC-12.1; SPEC-17.5","API_AUDIT_ASSERTION"
"AT-AUD-002","P0_BLOCKER","Unit","AUDIT","日志和 fixtures 不含密钥及敏感值","FX-SECRET-SENTINELS","GIVEN 请求含 Bot Token、receipt 内容、渠道参考号和个人敏感字段的哨兵值","WHEN 触发成功、验证失败、拒绝和异常日志","THEN 应用日志与 audit_logs 不出现 Token、文件正文或完整敏感值；仅保留允许字段、散列、掩码或 request_id","SPEC-12.1; SPEC-14.3; M7-SPEC-§9","LOG_SCAN_AUTO"
"AT-AUD-003","P0_BLOCKER","API","AUDIT","财务和审计记录只追加不可硬删除","FX-FINANCIAL-RECORDS; FX-STAFF-L4-A-STEPUP","GIVEN 订单、交易、消费、礼物、返佣、收益、Adjustment 和审计记录已存在","WHEN 执行纠错、冲正并尝试直接 UPDATE 主记录金额或 DELETE","THEN 业务接口只追加 PlayerEarningAdjustment、CommissionAdjustment 或其他更正记录；数据库权限阻止应用角色删除或覆盖不可变主记录；原记录完整保留","SPEC-5.4; SPEC-9; SPEC-13.6; SPEC-17.4","DB_INTEGRATION_SECURITY"
"AT-AUD-004","P0_HIGH","API","AUDIT","Bot 与 Dashboard 同一用例产生一致业务与审计结果","FX-STAFF-L2; FX-GIFT-REQUEST-2000","GIVEN 同一 L2 可从 Discord 客服卡片或 Dashboard 批准相同礼物","WHEN 在隔离数据上分别经两个客户端调用统一 API","THEN 状态迁移、金额阈值、幂等键、权限结果和审计字段一致；差异仅为 client_id/actor_source/interaction_id","SPEC-1; SPEC-10.1; SPEC-17.4","CONTRACT_PARITY_AUTO"
"AT-PL-001","P0_BLOCKER","E2E","ORDER_CONFIRMATION","提交前完整展示结构化需求","FX-ORDER-CONFIRMATION-SUMMARY; FX-SERVICE-ACTIVE-V1","GIVEN 客户已填写即时单的游戏、服务、区服、时长、标签和备注","WHEN Bot 刷新最终确认面板","THEN 同一面板完整展示全部需求、价格快照、ledgerBalanceMinor、reservedMinor、availableMinor 与取消规则；缺项时提交按钮禁用","PL-01","E2E_DISCORD"
"AT-PL-002","P0_BLOCKER","API","BALANCE_RESERVATION","余额摘要与有效预留一致","FX-BALANCE-SUMMARY; FX-RESERVATION-ORDER-PENDING; FX-RESERVATION-GIFT-PENDING","GIVEN 内部账本余额和订单、礼物两笔有效预留已存在","WHEN Bot 或 Dashboard 调用统一余额摘要 API","THEN 响应字段固定为 ledgerBalanceMinor、reservedMinor、availableMinor、currency、calculatedAt，且 availableMinor=ledgerBalanceMinor-reservedMinor","PL-02","API_DB_INTEGRATION"
"AT-PL-003","P0_BLOCKER","E2E","MATCHING","用户可见候选池阶段、报名名单与下一步","FX-MATCHING-PROGRESS","GIVEN 即时订单处于待招募、COLLECTING 或 SELECTION 阶段","WHEN 客户开始或终止招募、陪玩报名或撤回、客户终选","THEN 私密订单面板原位显示当前阶段、有效报名陪玩 mention 与客户可执行的开始/终止/终选/重招募/取消动作；不显示自然截止或自动获胜者","PL-03;M11-US-05","E2E_DISCORD"
"AT-PL-004","P0_BLOCKER","E2E","PLAYER_WORKBENCH","陪玩工作台形成最小报名闭环","FX-PLAYER-WORKBENCH","GIVEN 陪玩已绑定档案且拥有服务资格","WHEN 陪玩打开工作台查看候选池、报名、撤回和正式订单","THEN 页面显示资格、可报名候选池、本人报名、正式订单、需求、无截止招募状态、收益摘要和可执行下一步；不显示候选池倒计时，不提供在线或可接单开关；所有写操作经统一 API","PL-04; SPEC-M11","E2E_DASHBOARD"
"AT-PL-005","P0_BLOCKER","E2E","READINESS","全体有效陪玩就绪后才进入服务中","FX-READINESS-NONE;FX-MULTI-PLAYER-ORDER","GIVEN 已完成客户终选的订单中有效陪玩初始均未就绪且客户无 readiness 动作","WHEN 有效陪玩逐人确认就绪","THEN 前 N-1 人确认不开始服务；最后一人确认后 API 只执行一次 ACCEPTED 到 IN_SERVICE 迁移并记录逐人时间","M10-US-04;M19-US-03;READY-02","E2E_DISCORD_API"
"AT-PL-006","P0_BLOCKER","E2E","CANCELLATION_PREVIEW","取消前展示可执行影响预览","FX-CANCELLATION-PREVIEW-AUTO; FX-CANCELLATION-PREVIEW-MANUAL","GIVEN 客户分别对可自动取消和需客服处理的订单发起取消","WHEN Bot 获取最新取消预览","THEN 执行前展示是否可自动处理、预计释放或退款金额、处理方式、时效和 previewToken；确认后 API 原子复核订单与预留版本","PL-06","E2E_DISCORD_API"
"AT-RES-001","P0_BLOCKER","API","FUND_RESERVATION","提交订单原子创建预留","FX-ORDER-DRAFT-A; FX-RESERVATION-ORDER-PENDING","GIVEN 草稿订单价格快照有效且可用余额充足","WHEN 客户确认提交即时订单","THEN 同一事务创建绑定 order_id、幂等键、版本和金额的 PENDING FundReservation，并进入 PENDING_DISPATCH；未捕获资金","PL-02; BASELINE-FUNDS","API_DB_TRANSACTION"
"AT-RES-002","P0_BLOCKER","Unit","BALANCE_RESERVATION","可用余额由内部账本余额减有效预留派生","FX-BALANCE-SUMMARY","GIVEN ledgerBalanceMinor=300000 且有效预留合计 reservedMinor=210000","WHEN 计算余额摘要","THEN availableMinor=90000，结果不读取或写入可手工编辑的 pending 余额字段，货币维度严格一致","PL-02; BASELINE-FUNDS","UNIT_TABLE_DRIVEN"
"AT-RES-003","P0_BLOCKER","API","FUND_RESERVATION","并发订单与礼物不能超支","FX-RESERVATION-CONCURRENT-OVERSPEND","GIVEN 可用余额只够订单或礼物其中一笔","WHEN 两个请求在真实数据库事务中同时创建预留","THEN 仅一个请求成功且只有一条有效预留；另一请求返回余额不足；availableMinor 不为负且重试沿用各自幂等键","PL-02; BASELINE-FUNDS","API_DB_CONCURRENCY"
"AT-RES-004","P0_BLOCKER","API","FUND_RESERVATION","客户取消或明确失败只释放订单预留一次","FX-RESERVATION-ORDER-RELEASE","GIVEN 待招募、招募中或选秀中的订单拥有 PENDING 预留","WHEN 客户取消，或合法拒绝/失败事件被重复处理","THEN 预留从 PENDING 只迁移一次到 RELEASED；reservedMinor 减少一次；不产生 ORDER_REFUND 或重复释放；时间流逝、Worker 重启、零报名和客户终止招募均不释放预留","BASELINE-FUNDS; BASELINE-CANCELLATION;M11-US-05","API_IDEMPOTENCY"
"AT-RES-005","P0_BLOCKER","API","FUND_RESERVATION","服务完成捕获订单预留","FX-RESERVATION-ORDER-CAPTURE","GIVEN 服务中订单拥有 PENDING 预留且双方确认完成","WHEN API 原子结案","THEN 预留变为 CAPTURED；只创建一条 ORDER_CHARGE、消费、陪玩收益和适用返佣；重复完成无额外副作用","BASELINE-FUNDS; BASELINE-SERVICE","API_DB_TRANSACTION"
"AT-RES-006","P0_BLOCKER","API","FUND_RESERVATION","争议期间保持预留","FX-RESERVATION-DISPUTE","GIVEN 订单进入争议且资金尚未结案","WHEN 自动任务或任一普通角色尝试释放或捕获","THEN reservation 保持 DISPUTED；不生成消费、退款或收益；仅有权限的结案 API 可改变生命周期","BASELINE-FUNDS; BASELINE-SUPPORT","API_RBAC_STATE"
"AT-RES-007","P0_BLOCKER","API","FUND_RESERVATION","部分结案分别捕获与释放剩余金额","FX-RESERVATION-PARTIAL-RESOLUTION","GIVEN 争议预留金额 20000 且决议捕获 12000、释放 8000 minor units","WHEN L2 或更高权限执行合法结案","THEN 同一事务记录捕获 12000 和释放 8000 的追加事实；总和等于原预留；余额、消费和收益按决议一致","BASELINE-FUNDS; BASELINE-SUPPORT","API_DB_TRANSACTION"
"AT-RES-008","P0_BLOCKER","API","GIFT_RESERVATION","创建礼物请求立即预留","FX-RESERVATION-GIFT-PENDING","GIVEN 用户选择有效礼物与订单当前陪玩且可用余额充足","WHEN 创建礼物请求","THEN 同一事务创建 PENDING 礼物预留和客服任务；reservedMinor 立即增加；不创建 GIFT_CHARGE 或播报","BASELINE-FUNDS; BASELINE-GIFT","API_DB_TRANSACTION"
"AT-RES-009","P0_BLOCKER","API","GIFT_RESERVATION","礼物批准捕获既有预留","FX-RESERVATION-GIFT-PENDING; FX-GIFT-REQUEST-2000; FX-STAFF-L2","GIVEN 200000 CAT subunits 礼物已人工核对并绑定 PENDING reservation_id","WHEN L2 批准礼物","THEN API 捕获该预留并创建一条 GIFT_CHARGE、消费和 Outbox；不新建第二笔预留或重新人工计算余额","BASELINE-FUNDS; BASELINE-GIFT","API_DB_TRANSACTION"
"AT-RES-010","P0_BLOCKER","API","GIFT_RESERVATION","礼物拒绝过期或撤回释放预留","FX-RESERVATION-GIFT-RELEASE","GIVEN 礼物请求拥有 PENDING 预留","WHEN 有权限员工拒绝、系统到期或用户在允许阶段撤回且事件被重放","THEN 预留只释放一次，礼物进入对应终态，reservedMinor 恢复且不生成 GIFT_CHARGE、消费或播报","BASELINE-FUNDS; BASELINE-GIFT","API_IDEMPOTENCY"
"AT-RES-011","P0_BLOCKER","API","GIFT_RESERVATION","礼物金额超过可用余额禁止确认","FX-GIFT-RESERVATION-INSUFFICIENT","GIVEN 礼物价格大于 availableMinor","WHEN 用户打开确认面板或提交礼物请求","THEN 确认按钮禁用且 API 仍返回余额不足、差额和充值入口；不创建礼物、预留或客服任务","BASELINE-FUNDS; BASELINE-GIFT","API_BOUNDARY"
"AT-WRK-001","P0_HIGH","E2E","PLAYER_WORKBENCH","工作台字段完整且不泄露客户敏感信息","FX-PLAYER-WORKBENCH","GIVEN 有资格陪玩打开 Dashboard 工作台","WHEN 加载当前正式订单、可报名候选池与本人报名","THEN 显示服务资格、需求摘要、无截止招募状态、本人报名状态、正式订单、收益摘要和下一步；不显示候选池截止时间，不提供在线或可接单开关；仅展示报名必要的脱敏客户信息","PL-04; SPEC-M11","E2E_DASHBOARD"
"AT-WRK-002","P0_BLOCKER","API","PLAYER_WORKBENCH","在线与可接单状态不再决定报名资格","FX-PLAYER-WORKBENCH; FX-PLAYER-ACTIVE-MATCHED","GIVEN 陪玩已审批 ACTIVE、同 Guild 且标签匹配，无论 Discord presence 为在线或离线、旧 availability 为 AVAILABLE 或 BUSY","WHEN 加载工作台并尝试报名","THEN API 不提供设置 online 或 availability 的业务动作；上述状态仅为诊断信息且不改变报名资格","PL-04; SPEC-M11","API_AUTO"
"AT-WRK-003","P0_BLOCKER","E2E","PLAYER_WORKBENCH","无基础资格者不可报名且忙碌者仍可报名","FX-PLAYER-WORKBENCH; FX-PLAYER-POOL","GIVEN 候选包含审核无效、标签不符、离线和已有活跃订单的陪玩","WHEN 工作台展示候选池并分别报名","THEN 审核无效或标签不符者不可见或被 API 拒绝；离线或已有活跃订单但基础资格有效者可报名；所有私密反馈不泄露内部审核原因","PL-04; SPEC-M11","E2E_DASHBOARD_API"
"AT-MAT-001","P0_HIGH","E2E","SELECTION","候选池过程展示实时报名名单与客户终止动作","FX-MATCHING-PROGRESS","GIVEN 订单经历 COLLECTING、SELECTION 与终选阶段","WHEN 陪玩报名、撤回或客户终止招募","THEN 同一用户订单 Embed 按 API 事实原位更新 stage、当前有效报名者 Discord mention 与 allowedActions；mention 不触发重复通知；Bot 不自行推断候选或时间","PL-03; SPEC-M11","E2E_DISCORD"
"AT-MAT-002","P0_BLOCKER","E2E","SELECTION","客户试音匹配后展示正式陪玩与下一步","FX-MATCHING-PROGRESS; FX-PLAYER-ACTIVE-MATCHED","GIVEN 多名合格报名者进入同一试音房","WHEN 客户原子确认一名或多名正式陪玩","THEN 用户面板显示已确认陪玩资料摘要、后续陪玩全员就绪进度和客服入口；未匹配者只收到本人结果并被撤销语音权限；不存在按先后自动获胜","M11-US-01;M18-US-05;M19-US-02","E2E_DISCORD"
"AT-RDY-001","P0_BLOCKER","API","READINESS","客户不能提交 readiness","FX-ORDER-ACCEPTED-A","GIVEN ACCEPTED 订单客户可查看逐名陪玩准备进度","WHEN 客户尝试提交 readiness","THEN 返回 403 且有拒绝审计；状态、逐人 readiness、开始时间和资金均不改变","M10-US-04;M19-US-03;READY-02","API_STATE_MACHINE"
"AT-RDY-002","P0_BLOCKER","API","READINESS","部分有效陪玩就绪不开始服务","FX-READINESS-PARTIAL-PLAYERS","GIVEN ACCEPTED 多陪玩订单仍有当前有效陪玩未就绪","WHEN 查询或重复提交已就绪陪玩的 readiness","THEN 状态保持 ACCEPTED、未生成开始计费或捕获记录，并逐名返回仍未就绪的陪玩","M10-US-04;M19-US-03;READY-02","API_STATE_MACHINE"
"AT-RDY-003","P0_BLOCKER","E2E","READINESS","最后一名有效陪玩就绪原子开始服务","FX-READINESS-ALL-BUT-ONE-PLAYER","GIVEN ACCEPTED 订单除一名外所有当前有效陪玩均已就绪","WHEN 最后一名有效陪玩确认就绪且并发重放请求","THEN 只发生一次 ACCEPTED 到 IN_SERVICE；startedAt 固定；客户与陪玩收到更新；资金仍为预留而非捕获","M10-US-04;M19-US-03;READY-02;BASELINE-SERVICE","E2E_DISCORD_API"
"AT-RDY-004","P0_BLOCKER","E2E","READINESS","陪玩就绪超时转客服且不计费","FX-READINESS-TIMEOUT","GIVEN ACCEPTED 订单在 deadlineAt 前仍有有效陪玩未就绪","WHEN ReadinessTimeout Job 执行或重放","THEN 订单不进入 IN_SERVICE；创建且仅创建一个客服任务并逐名显示未确认陪玩；预留保持，客户不被要求确认 readiness","M10-US-04;M19-US-03;STATE-04","E2E_JOB_FAULT"
"AT-RDY-005","P0_BLOCKER","API","READINESS","兼容开始接口不能绕过其他有效陪玩","FX-ORDER-ACCEPTED-A;FX-MULTI-PLAYER-ORDER","GIVEN 仅部分有效陪玩已就绪","WHEN 任一陪玩调用旧 start 接口或伪造其他陪玩就绪字段","THEN API 返回 403/409；状态保持 ACCEPTED；Actor Context、参与人归属与旧调用拒绝被审计","M10-US-04;M19-US-03;READY-02","API_SECURITY"
"AT-CXL-001","P0_BLOCKER","API","CANCELLATION_PREVIEW","可自动取消预览返回释放金额","FX-CANCELLATION-PREVIEW-AUTO","GIVEN 待派单订单仅存在有效预留且符合自动取消规则","WHEN 调用取消预览 API","THEN 返回 automatable=true、estimatedReleaseMinor、estimatedRefundMinor=0、处理方式、预计时效、previewToken 和 expiresAt","PL-06; BASELINE-CANCELLATION","API_CONTRACT"
"AT-CXL-002","P0_BLOCKER","API","CANCELLATION_PREVIEW","已接单取消预览指向客服处理","FX-CANCELLATION-PREVIEW-MANUAL","GIVEN 已接单订单取消需要人工判断","WHEN 调用取消预览 API","THEN 返回 autoProcessable=false、预计释放或退款范围、SUPPORT_REVIEW、时效和客服申请动作，不直接改变订单或预留","PL-06; BASELINE-CANCELLATION","API_CONTRACT"
"AT-CXL-003","P0_BLOCKER","API","CANCELLATION_PREVIEW","过期业务版本拒绝执行旧预览","FX-CANCELLATION-PREVIEW-STALE","GIVEN 获取预览后订单、预留或金额版本已变化","WHEN 客户携带旧 previewToken 确认取消","THEN API 返回 409 STALE_CANCELLATION_PREVIEW 和最新摘要；不释放、退款或改状态；客户端必须重新确认","PL-06; BASELINE-CANCELLATION","API_CONCURRENCY"
"AT-CXL-004","P0_BLOCKER","API","CANCELLATION_PREVIEW","过期或跨订单预览不可复用","FX-CANCELLATION-PREVIEW-EXPIRED","GIVEN preview 已过 expiresAt 或其 orderId 与请求对象不同","WHEN 客户确认取消","THEN 返回 409/422；不执行任何资金或状态副作用；记录 request_id 但不泄露其他订单数据","PL-06; BASELINE-CANCELLATION","API_SECURITY"
"AT-SUP-005","P0_BLOCKER","E2E","SUPPORT_TAKEOVER","客服接管暂停默认自动化并保持预留","FX-SUPPORT-AUTOMATION-PAUSED","GIVEN 订单处于派单、就绪或取消自动流程且客服认领任务","WHEN L1 点击接管并填写原因","THEN API 设置 automationPaused=true、记录任务和审计；Worker 不再推进自动动作；现有预留保持且 L1 无资金权限","BASELINE-P0; BASELINE-SUPPORT","E2E_DASHBOARD_API"
