"acceptance_id","priority","layer","module","title","requirement_ids","suggested_automation","story_ids","operation_ids","test_files","evidence_refs","execution_class","candidate_status","external_candidate_ref","external_executed_at","external_evidence_refs"
"AT-REF-001","P0_BLOCKER","API","REFERRAL","有效一级返佣按 2% 生成并保存比例快照","SPEC-6.7; SPEC-9; SPEC-17.3","API_DB_INTEGRATION","M23-US-06;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listReferralAttributions;updateCommission","tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-REF-002","P0_HIGH","Unit","REFERRAL","5% 返佣金额使用整数计算","SPEC-6.7; SPEC-9; SPEC-18","UNIT_AUTO","M23-US-06;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listReferralAttributions;updateCommission","tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-REF-003","P0_BLOCKER","API","REFERRAL","重复消费事件不重复返佣","SPEC-9; SPEC-11.3; SPEC-17.3","API_DB_INTEGRATION","M23-US-06;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listReferralAttributions;updateCommission","tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-REF-004","P0_HIGH","API","REFERRAL","无资格推荐关系被拒绝","SPEC-6.7; SPEC-10.4; SPEC-17.3","API_DATA_DRIVEN","M23-US-06;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listReferralAttributions;updateCommission","tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-REF-005","P0_BLOCKER","API","REFERRAL","退款通过 Adjustment 冲正返佣且不覆盖主记录","SPEC-6.7; SPEC-9; SPEC-17.3","API_DB_INTEGRATION","M23-US-06;M3-US-07","correctReferralAttribution;createReferralAttribution;getCommissionConfidential;getReferralAttributionConfidential;listCommissions;listCurrentUserCommissions;listReferralAttributions;updateCommission","tests/m3-us-07-api.spec.ts;tests/m3-us-07-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-EAR-001","P0_BLOCKER","API","EARNINGS","完成订单按结算快照生成待确认收益","SPEC-3.10; SPEC-6.4; SPEC-9; SPEC-17.3","API_DB_INTEGRATION","M23-US-06;M3-US-04","listCurrentPlayerEarnings;listPlayerEarnings;updatePlayerEarning","tests/m3-us-04-api.spec.ts;tests/m3-us-04-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-EAR-002","P0_HIGH","API","EARNINGS_RBAC","只有 L3+ 可确认和标记收益已支付","SPEC-5.3; SPEC-10.4; SPEC-17.4","API_RBAC","M23-US-06;M3-US-04;M4-US-03","createGiftCatalogItem;createServiceCatalogVersion;createUserRiskFlag;getAdminGiftCatalogItem;getAdminGiftRequest;getAdminOrder;getAdminPlayer;getAdminServiceCatalogVersion;getAdminServicePackageVersion;getAdminUser;listAdminGiftCatalogItems;listAdminGiftRequests;listAdminOrders;listAdminPlayers;listAdminUserConsumptions;listAdminUsers;listCommissions;listCurrentPlayerEarnings;listPlayerEarnings;listServiceCatalogVersions;setUserOperationalStatus;updateGiftCatalogItem;updatePlayerEarning;updateServiceCatalogVersion","tests/m3-us-04-api.spec.ts;tests/m3-us-04-db.spec.ts;tests/m4-us-03-admin-detail-contract.spec.ts;tests/m4-us-03-api.spec.ts;tests/m4-us-03-dashboard.spec.ts;tests/m4-us-03-db.spec.ts;tests/m4-us-03-list-pagination.spec.ts;tests/m4-us-03-player-earnings-actions.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-04/summary.md;evidence/P0/M4-US-03/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-EAR-003","P0_BLOCKER","API","EARNINGS","退款创建收益 Adjustment 且原收益不可变","SPEC-3.10; SPEC-6.5; SPEC-9; SPEC-17.3","API_DB_INTEGRATION","M23-US-06;M3-US-04","listCurrentPlayerEarnings;listPlayerEarnings;updatePlayerEarning","tests/m3-us-04-api.spec.ts;tests/m3-us-04-db.spec.ts","evidence/P0/M23-US-06/summary.md;evidence/P0/M3-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RBAC-001","P0_HIGH","UAT","RBAC","L1 仅执行基础客服动作","SPEC-5.2; SPEC-13.3; SPEC-17.4","UAT_MANUAL","M0-US-03;M23-US-05;M23-US-08;M4-US-01;M4-US-07;M5-US-01","getCurrentStaffCapabilities;getDashboardSummary;syncDiscordRoles","tests/m0-us-03.spec.ts;tests/m4-us-01-api.spec.ts;tests/m4-us-01-dashboard-ui.spec.ts;tests/m4-us-01-dashboard.spec.ts;tests/m4-us-07-policy.spec.ts;tests/m5-us-01-cross-client.spec.ts;tests/m5-us-01-traceability.spec.ts","evidence/P0/M0-US-03/summary.md;evidence/P0/M23-US-05/summary.md;evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-01/summary.md;evidence/P0/M4-US-07/summary.md;evidence/P0/M5-US-01/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-RBAC-002","P0_BLOCKER","API","RBAC","L1 无法执行资金或破坏性操作","SPEC-5.2; SPEC-5.3; SPEC-17.4","API_DATA_DRIVEN_RBAC","M23-US-05;M23-US-08;M4-US-02","approveApprovalRequest;claimStaffTask;getAdminOrder;getApprovalRequest;getDashboardSummary;listApprovalRequests;listStaffTasks;rejectApprovalRequest;verifyStaffTask","tests/m4-us-02-api.spec.ts;tests/m4-us-02-dashboard.spec.ts","evidence/P0/M23-US-05/summary.md;evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-02/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RBAC-003","P0_BLOCKER","API","REFUND_RBAC","L2 可执行 49900 CAT subunits 退款","SPEC-5.3; SPEC-14.2","API_BOUNDARY","M23-US-05;M3-US-02;M4-US-03","approveGiftRequest;claimStaffTask;createGiftCatalogItem;createServiceCatalogVersion;createUserRiskFlag;getAdminGiftCatalogItem;getAdminGiftRequest;getAdminOrder;getAdminPlayer;getAdminServiceCatalogVersion;getAdminServicePackageVersion;getAdminUser;listAdminGiftCatalogItems;listAdminGiftRequests;listAdminOrders;listAdminPlayers;listAdminUserConsumptions;listAdminUsers;listCommissions;listPlayerEarnings;listServiceCatalogVersions;rejectGiftRequest;setUserOperationalStatus;updateGiftCatalogItem;updatePlayerEarning;updateServiceCatalogVersion;verifyStaffTask","tests/m3-us-02-api.spec.ts;tests/m3-us-02-dashboard.spec.ts;tests/m3-us-02-db.spec.ts;tests/m4-us-03-admin-detail-contract.spec.ts;tests/m4-us-03-api.spec.ts;tests/m4-us-03-dashboard.spec.ts;tests/m4-us-03-db.spec.ts;tests/m4-us-03-list-pagination.spec.ts;tests/m4-us-03-player-earnings-actions.spec.ts","evidence/P0/M23-US-05/summary.md;evidence/P0/M3-US-02/summary.md;evidence/P0/M4-US-03/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RBAC-004","P0_BLOCKER","API","REFUND_RBAC","L2 可执行 50000 CAT subunits 退款","SPEC-5.3; SPEC-5.4; SPEC-18","API_BOUNDARY","M2-US-06;M23-US-05;M4-US-04","beginStepUp;completeStepUp;enrollMfa;getCurrentStaffCapabilities;reassignOrder;refundOrder;resolveOrder;verifyMfaEnrollment","tests/m2-us-06-api.spec.ts;tests/m2-us-06-db.spec.ts;tests/m4-us-04-api.spec.ts;tests/m4-us-04-db.spec.ts","evidence/P0/M2-US-06/summary.md;evidence/P0/M23-US-05/summary.md;evidence/P0/M4-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RBAC-005","P0_BLOCKER","API","REFUND_RBAC","50100 CAT subunits 退款升级 L3","SPEC-5.3; SPEC-5.4; SPEC-10.6","API_BOUNDARY","M23-US-05;M4-US-04","beginStepUp;completeStepUp;enrollMfa;getCurrentStaffCapabilities;verifyMfaEnrollment","tests/m4-us-04-api.spec.ts;tests/m4-us-04-db.spec.ts","evidence/P0/M23-US-05/summary.md;evidence/P0/M4-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RBAC-006","P0_BLOCKER","API","REFUND_RBAC","500000 CAT subunits 退款仅 L4 可直接执行","SPEC-5.4; SPEC-10.5; SPEC-17.4","API_APPROVAL_FLOW","M23-US-05;M4-US-05","approveStaffRoleElevation;listDiscordRoleMappings;queueDiscordRoleSync;reconcileStaffDiscordRole;revokeStaffSessions;syncDiscordRoles;updateDiscordRoleMapping;updateStaffRole","tests/m4-us-05-api.spec.ts;tests/m4-us-05-bootstrap-empty-db.spec.ts;tests/m4-us-05-bot.spec.ts;tests/m4-us-05-db.spec.ts;tests/m4-us-05-role-sync-reliability.spec.ts","evidence/P0/M23-US-05/summary.md;evidence/P0/M4-US-05/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RBAC-007","P0_HIGH","API","RBAC","L2 无权修改目录返佣配置或人员权限","SPEC-5.2; SPEC-5.3; SPEC-13.2","API_DATA_DRIVEN_RBAC","M23-US-08;M4-US-07","getCurrentStaffCapabilities;syncDiscordRoles","tests/m4-us-07-policy.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RBAC-008","P0_HIGH","API","RBAC","L3 可维护业务目录但不能管理 L4 或集成密钥","SPEC-5.2; SPEC-5.3; SPEC-5.4","API_DATA_DRIVEN_RBAC","M23-US-08;M4-US-07","getCurrentStaffCapabilities;syncDiscordRoles","tests/m4-us-07-policy.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RBAC-009","P0_BLOCKER","API","RBAC","L4 也不能硬删除财务和审计记录","SPEC-5.2; SPEC-13.6; SPEC-17.4","API_SCHEMA_SECURITY","M23-US-08;M4-US-07;M5-US-03","getCurrentStaffCapabilities;syncDiscordRoles","tests/m4-us-07-policy.spec.ts;tests/m5-us-03-release-gate.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-07/summary.md;evidence/P0/M5-US-03/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RBAC-010","P0_BLOCKER","API","RBAC","L1-L4 权限按等级累积继承","BASELINE-RBAC; SPEC-5.2; SPEC-17.4","API_DATA_DRIVEN_RBAC","M23-US-08;M4-US-07","getCurrentStaffCapabilities;syncDiscordRoles","tests/m4-us-07-policy.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RBAC-011","P0_BLOCKER","API","RBAC","高额操作不要求发起与执行人员分离","BASELINE-RBAC; SPEC-5.4; SPEC-10.5; SPEC-17.4","API_RBAC","M23-US-05;M23-US-08;M4-US-07","getCurrentStaffCapabilities;syncDiscordRoles","tests/m4-us-07-policy.spec.ts","evidence/P0/M23-US-05/summary.md;evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-ROL-001","P0_BLOCKER","API_DB_WORKER","ROLE_SYNC","L1 和 L2 Discord Role 可靠自动生效","SPEC-5.7; SPEC-10.5; SPEC-17.4","API_DB_WORKER_ROLE_SYNC","M2-US-01;M23-US-08;M4-US-05","approvePlayer;approveStaffRoleElevation;listDiscordRoleMappings;queueDiscordRoleSync;reconcileStaffDiscordRole;revokeStaffSessions;setPlayerOperationalStatus;syncDiscordPresence;syncDiscordRoles;updateDiscordRoleMapping;updatePlayerOperationalTags;updateStaffRole","tests/m2-us-01-api.spec.ts;tests/m2-us-01-bot.spec.ts;tests/m2-us-01-db.spec.ts;tests/m4-us-05-api.spec.ts;tests/m4-us-05-bootstrap-empty-db.spec.ts;tests/m4-us-05-bot.spec.ts;tests/m4-us-05-db.spec.ts;tests/m4-us-05-role-sync-reliability.spec.ts","evidence/P0/M2-US-01/summary.md;evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-05/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-ROL-002","P0_BLOCKER","API","ROLE_SYNC","首次 L3 Role 仅产生待确认升级","SPEC-5.7; SPEC-10.6; SPEC-17.4","API_ROLE_SYNC","M23-US-08;M4-US-05","approveStaffRoleElevation;listDiscordRoleMappings;queueDiscordRoleSync;reconcileStaffDiscordRole;revokeStaffSessions;syncDiscordRoles;updateDiscordRoleMapping;updateStaffRole","tests/m4-us-05-api.spec.ts;tests/m4-us-05-bootstrap-empty-db.spec.ts;tests/m4-us-05-bot.spec.ts;tests/m4-us-05-db.spec.ts;tests/m4-us-05-role-sync-reliability.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-05/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-ROL-003","P0_BLOCKER","API","ROLE_SYNC","首次 L4 Role 由另一现有 L4 确认","SPEC-5.7; SPEC-10.5; SPEC-17.4","API_ROLE_SYNC","M23-US-08;M4-US-05","approveStaffRoleElevation;listDiscordRoleMappings;queueDiscordRoleSync;reconcileStaffDiscordRole;revokeStaffSessions;syncDiscordRoles;updateDiscordRoleMapping;updateStaffRole","tests/m4-us-05-api.spec.ts;tests/m4-us-05-bootstrap-empty-db.spec.ts;tests/m4-us-05-bot.spec.ts;tests/m4-us-05-db.spec.ts;tests/m4-us-05-role-sync-reliability.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-05/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-ROL-004","P0_BLOCKER","E2E","ROLE_SYNC","Role 降级或移除立即撤权","SPEC-5.7; SPEC-12; SPEC-17.4","E2E_ROLE_SYNC","M23-US-08;M4-US-05","approveStaffRoleElevation;listDiscordRoleMappings;queueDiscordRoleSync;reconcileStaffDiscordRole;revokeStaffSessions;syncDiscordRoles;updateDiscordRoleMapping;updateStaffRole","tests/m4-us-05-api.spec.ts;tests/m4-us-05-bootstrap-empty-db.spec.ts;tests/m4-us-05-bot.spec.ts;tests/m4-us-05-db.spec.ts;tests/m4-us-05-role-sync-reliability.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-05/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-ROL-005","P0_HIGH","API","ROLE_SYNC","最高 Discord Role 不直接构成业务授权","SPEC-5.7; SPEC-10.1; SPEC-17.4","API_SECURITY","M23-US-08;M4-US-05","approveStaffRoleElevation;listDiscordRoleMappings;queueDiscordRoleSync;reconcileStaffDiscordRole;revokeStaffSessions;syncDiscordRoles;updateDiscordRoleMapping;updateStaffRole","tests/m4-us-05-api.spec.ts;tests/m4-us-05-bootstrap-empty-db.spec.ts;tests/m4-us-05-bot.spec.ts;tests/m4-us-05-db.spec.ts;tests/m4-us-05-role-sync-reliability.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-05/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-AUTH-001","P0_BLOCKER","API","AUTHORIZATION","伪造 Bot Actor Header 无法越权","SPEC-10.1; SPEC-11.2; SPEC-17.4","API_SECURITY","M0-US-03;M23-US-08","none","tests/m0-us-03.spec.ts","evidence/P0/M0-US-03/summary.md;evidence/P0/M23-US-08/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-AUTH-002","P0_BLOCKER","API","AUTHORIZATION","Dashboard 忽略浏览器自报角色","SPEC-10.1; SPEC-17.4","API_SECURITY","M23-US-08;M4-US-01","getCurrentStaffCapabilities;getDashboardSummary","tests/m4-us-01-api.spec.ts;tests/m4-us-01-dashboard-ui.spec.ts;tests/m4-us-01-dashboard.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-01/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-AUTH-003","P0_BLOCKER","API","AUTHORIZATION","对象归属阻止跨用户访问和操作","SPEC-10.1; SPEC-17.4","API_SECURITY","M23-US-08;M4-US-07","getCurrentStaffCapabilities;syncDiscordRoles","tests/m4-us-07-policy.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-07/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-WHK-001","P0_BLOCKER","CONTRACT","RETIREMENT","支付 Webhook 入口已退役","M7-SPEC-§1;§11","STATIC_CONTRACT_GATE","M0-US-04;M23-US-02","none","tests/m0-us-04-retired.spec.ts","evidence/P0/M0-US-04/summary.md;evidence/P0/M23-US-02/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-WHK-002","P0_BLOCKER","API","RETIREMENT","旧支付回调不能写入资金事实","M7-SPEC-§1;§9;§11","API_RETIREMENT","M23-US-02;M3-US-03","approveGiftRequest;retryJob","tests/m3-us-03-api.spec.ts;tests/m3-us-03-worker.spec.ts","evidence/P0/M23-US-02/summary.md;evidence/P0/M3-US-03/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-WHK-003","P0_BLOCKER","CONTRACT","RETIREMENT","支付 Webhook 配置与密钥已移除","M7-SPEC-§9;§11","STATIC_SECURITY_GATE","M0-US-04;M23-US-02;M5-US-02","getHealth;getReadiness;queueOrderPanelRepair","tests/m0-us-04-retired.spec.ts;tests/m5-us-02-dashboard.spec.ts;tests/m5-us-02-recovery.spec.ts;tests/m5-us-02-release-scope.spec.ts;tests/m5-us-02-worker-adapters.spec.ts;tests/m5-us-02-worker-db.spec.ts;tests/m5-us-02-worker-delivery.spec.ts;tests/m5-us-02-worker-runtime.spec.ts","evidence/P0/M0-US-04/summary.md;evidence/P0/M23-US-02/summary.md;evidence/P0/M5-US-02/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-REC-001","P0_HIGH","API","WALLET_RECOVERY","内部余额查询失败可安全重试","SPEC-12; SPEC-17.5; M7-SPEC-§8","API_FAULT_INJECTION","M0-US-02;M0-US-04","none","tests/m0-us-02.spec.ts;tests/m0-us-04-retired.spec.ts","evidence/P0/M0-US-02/summary.md;evidence/P0/M0-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-REC-002","P0_BLOCKER","API","WALLET_RECOVERY","提交响应丢失后按原幂等键恢复捕获","BASELINE-FUNDS; SPEC-11.3; SPEC-12; SPEC-17.5; M7-SPEC-§8","API_DB_FAULT_INJECTION","M1-US-05","submitOrder","tests/m1-us-05-api.spec.ts;tests/m1-us-05-db.spec.ts","evidence/P0/M1-US-05/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-REC-003","P0_HIGH","E2E","RECOVERY","删除的订单面板可从数据库重建","SPEC-1; SPEC-12; SPEC-17.5","E2E_DISCORD_RECOVERY","M0-US-04;M23-US-08;M5-US-02","getHealth;getReadiness;queueOrderPanelRepair","tests/m0-us-04-retired.spec.ts;tests/m5-us-02-dashboard.spec.ts;tests/m5-us-02-recovery.spec.ts;tests/m5-us-02-release-scope.spec.ts;tests/m5-us-02-worker-adapters.spec.ts;tests/m5-us-02-worker-db.spec.ts;tests/m5-us-02-worker-delivery.spec.ts;tests/m5-us-02-worker-runtime.spec.ts","evidence/P0/M0-US-04/summary.md;evidence/P0/M23-US-08/summary.md;evidence/P0/M5-US-02/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-REC-004","P0_BLOCKER","E2E","RECOVERY","Bot 重启后恢复未完成 Outbox 与交互状态","SPEC-4; SPEC-11.3; SPEC-17.5","E2E_RESTART_RECOVERY","M0-US-05;M17-US-03;M23-US-08","retryJob","tests/m0-us-05.spec.ts;tests/m17-us-03-bot-readiness.spec.ts","evidence/P0/M0-US-05/summary.md;evidence/P0/M23-US-08/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-REC-005","P0_BLOCKER","UAT","BACKUP_RECOVERY","测试环境完成数据库备份恢复演练","SPEC-14; SPEC-17.5","UAT_RUNBOOK","M5-US-02","getHealth;getReadiness;queueOrderPanelRepair","tests/m5-us-02-dashboard.spec.ts;tests/m5-us-02-recovery.spec.ts;tests/m5-us-02-release-scope.spec.ts;tests/m5-us-02-worker-adapters.spec.ts;tests/m5-us-02-worker-db.spec.ts;tests/m5-us-02-worker-delivery.spec.ts;tests/m5-us-02-worker-runtime.spec.ts","evidence/P0/M5-US-02/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-AUD-001","P0_BLOCKER","API","AUDIT","所有后台写操作和高风险拒绝尝试可追溯","SPEC-9; SPEC-12.1; SPEC-17.5","API_AUDIT_ASSERTION","M0-US-02;M0-US-03;M23-US-05;M23-US-08;M4-US-06","getPolicySettings;listAuditLogs;listFailedJobs;retryJob;updatePolicySetting","tests/m0-us-02.spec.ts;tests/m0-us-03.spec.ts;tests/m4-us-06-api.spec.ts;tests/m4-us-06-dashboard.spec.ts;tests/m4-us-06-db.spec.ts","evidence/P0/M0-US-02/summary.md;evidence/P0/M0-US-03/summary.md;evidence/P0/M23-US-05/summary.md;evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-06/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-AUD-002","P0_BLOCKER","Unit","AUDIT","日志和 fixtures 不含密钥及敏感值","SPEC-12.1; SPEC-14.3; M7-SPEC-§9","LOG_SCAN_AUTO","M0-US-03;M23-US-08","none","tests/m0-us-03.spec.ts","evidence/P0/M0-US-03/summary.md;evidence/P0/M23-US-08/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-AUD-003","P0_BLOCKER","API","AUDIT","财务和审计记录只追加不可硬删除","SPEC-5.4; SPEC-9; SPEC-13.6; SPEC-17.4","DB_INTEGRATION_SECURITY","M0-US-02;M0-US-05;M23-US-08","retryJob","tests/m0-us-02.spec.ts;tests/m0-us-05.spec.ts","evidence/P0/M0-US-02/summary.md;evidence/P0/M0-US-05/summary.md;evidence/P0/M23-US-08/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-AUD-004","P0_HIGH","API","AUDIT","Bot 与 Dashboard 同一用例产生一致业务与审计结果","SPEC-1; SPEC-10.1; SPEC-17.4","CONTRACT_PARITY_AUTO","M23-US-08;M4-US-06;M5-US-01;M5-US-03","getPolicySettings;listAuditLogs;listFailedJobs;retryJob;updatePolicySetting","tests/m4-us-06-api.spec.ts;tests/m4-us-06-dashboard.spec.ts;tests/m4-us-06-db.spec.ts;tests/m5-us-01-cross-client.spec.ts;tests/m5-us-01-traceability.spec.ts;tests/m5-us-03-release-gate.spec.ts","evidence/P0/M23-US-08/summary.md;evidence/P0/M4-US-06/summary.md;evidence/P0/M5-US-01/summary.md;evidence/P0/M5-US-03/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-PL-001","P0_BLOCKER","E2E","ORDER_CONFIRMATION","提交前完整展示结构化需求","PL-01","E2E_DISCORD","M1-US-07;M23-US-04","estimateOrder;getCurrentBalance","tests/m1-us-07-bot.spec.ts","evidence/P0/M1-US-07/summary.md;evidence/P0/M23-US-04/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-PL-002","P0_BLOCKER","API","BALANCE_RESERVATION","余额摘要与有效预留一致","PL-02","API_DB_INTEGRATION","M1-US-08;M23-US-02","cancelOrder;getCurrentBalance;submitOrder","tests/m1-us-08-api.spec.ts;tests/m1-us-08-bot.spec.ts;tests/m1-us-08-funding-service.spec.ts","evidence/P0/M1-US-08/summary.md;evidence/P0/M23-US-02/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-PL-003","P0_BLOCKER","E2E","MATCHING","用户可见候选池阶段、报名名单与下一步","PL-03;M11-US-05","E2E_DISCORD","M2-US-07","getOrder;listOrderSelectionApplications","tests/m2-us-07-api.spec.ts;tests/m2-us-07-bot.spec.ts;tests/m2-us-07-db.spec.ts","evidence/P0/M2-US-07/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-PL-004","P0_BLOCKER","E2E","PLAYER_WORKBENCH","陪玩工作台形成最小报名闭环","PL-04; SPEC-M11","E2E_DASHBOARD","M2-US-08","applyToOrderSelectionPool;getPlayerWorkbench;withdrawOrderSelectionApplication","tests/m2-us-08-api.spec.ts;tests/m2-us-08-bot.spec.ts;tests/m2-us-08-db.spec.ts","evidence/P0/M2-US-08/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-PL-005","P0_BLOCKER","E2E","READINESS","全体有效陪玩就绪后才进入服务中","M10-US-04;M19-US-03;READY-02","E2E_DISCORD_API","M2-US-09","createOrderStaffTask;listCurrentUserStaffTasks;setOrderReadiness","tests/m2-us-09-api.spec.ts","evidence/P0/M2-US-09/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-PL-006","P0_BLOCKER","E2E","CANCELLATION_PREVIEW","取消前展示可执行影响预览","PL-06","E2E_DISCORD_API","M2-US-10","cancelOrder;previewOrderCancellation","tests/m2-us-10-api.spec.ts;tests/m2-us-10-bot.spec.ts;tests/m2-us-10-db.spec.ts","evidence/P0/M2-US-10/summary.md","EXTERNAL_E2E","PENDING_EXTERNAL","","",""
"AT-RES-001","P0_BLOCKER","API","FUND_RESERVATION","提交订单原子创建预留","PL-02; BASELINE-FUNDS","API_DB_TRANSACTION","M1-US-05;M1-US-08;M23-US-04","cancelOrder;getCurrentBalance;submitOrder","tests/m1-us-05-api.spec.ts;tests/m1-us-05-db.spec.ts;tests/m1-us-08-api.spec.ts;tests/m1-us-08-bot.spec.ts;tests/m1-us-08-funding-service.spec.ts","evidence/P0/M1-US-05/summary.md;evidence/P0/M1-US-08/summary.md;evidence/P0/M23-US-04/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
"AT-RES-002","P0_BLOCKER","Unit","BALANCE_RESERVATION","可用余额由内部账本余额减有效预留派生","PL-02; BASELINE-FUNDS","UNIT_TABLE_DRIVEN","M1-US-02;M1-US-08","cancelOrder;getCurrentBalance;getCurrentUser;submitOrder","tests/m1-us-02-account.spec.ts;tests/m1-us-08-api.spec.ts;tests/m1-us-08-bot.spec.ts;tests/m1-us-08-funding-service.spec.ts","evidence/P0/M1-US-02/summary.md;evidence/P0/M1-US-08/summary.md","AUTOMATED","COVERED_BY_REGRESSION","","",""
