"item_id","item_type","milestone","epic_id","title","user_value","scope","dependencies","owner_type","estimate_person_days","acceptance_criteria","definition_of_done","master_spec_sections","api_operation_ids","critical_path","parallel_track","scope_exclusions","requirement_ids","delivery_status","target_release","evidence_refs","test_refs"
"EP-M5","EPIC","M5","EP-M5","验收、真实集成与可恢复部署","团队可在测试 Server 和隔离数据库稳定演练 P0，并具备上线与恢复依据。","自动回归、Discord/Dashboard E2E、内部 CAT 钱包集成、生产样部署、安全检查、备份恢复、UAT 与发布门禁。","EP-M1;EP-M2;EP-M3;EP-M4","delivery_lead","16-27 (aggregate; do not sum with children)","全部 P0 验收通过；无阻断缺陷；备份恢复、钱包不可变校验和 Bot 重启演练成功。","全部 M5 Story 和发布门禁签署完成，证据可追溯 Story 与 Requirement ID。","§12;§14-17;§16(M5);最新基线:全部P0要求","getHealth;getReadiness","yes","qa_devops","不承诺生产 SLA、自动扩容、多区域容灾或 24x7 值守。","ARCH-01;PL-01;PL-02;PL-03;PL-04;PL-05;PL-06","PLANNED","P0","TRACE:p0-requirements-tests;RUN:release-gate","AT-AUD-004;AT-REC-005"
"M5-US-01","USER_STORY","M5","EP-M5","P0 自动化回归与跨客户端 E2E","发布决策有可重复证据，Bot 与 Dashboard 对同一动作得到同一业务结果。","补齐单元、数据库、内部钱包、API、RBAC、Sapphire 和 E2E；建立 Requirement ID→Story→operationId→test→evidence 追踪矩阵。","EP-M1;EP-M2;EP-M3;EP-M4","qa_automation","6-10","PL-01..PL-06、资金生命周期、礼物、返佣保密、四级权限、时间线和八指标均有自动或手工证据；金额边界和并发通过。","CI 全绿；失败可复现；记录含环境、构建、Requirement/Story ID、结果和证据链接。","§15;§17;最新基线:全部P0要求","none","yes","qa","不追求 P1 设备矩阵或性能压测平台。","PL-01;PL-02;PL-03;PL-04;PL-05;PL-06;FUND-01;FUND-02;FUND-03;FUND-04;FUND-05;FUND-06;REF-01;REF-02;REF-03;REF-04;REF-05;REF-06;REF-07;ACCESS-01;ACCESS-02;LEDGER-01;METRIC-01","PLANNED","P0","TRACE:requirements-test-matrix;CI:p0-regression","AT-AUD-004;AT-RBAC-001;AT-MET-001"
"M5-US-02","USER_STORY","M5","EP-M5","内部钱包与生产样部署恢复","系统能安全运行内部 CAT 钱包，并从常见故障恢复。","验证钱包幂等、并发和事务回滚，完成环境隔离、Compose、Secret、迁移、备份恢复和 Bot/Worker 重启演练。","M5-US-01;M0-US-04","integration_devops","6-10","环境隔离；充值、退款、扣款和重复请求可收敛；空环境可部署；恢复后钱包条目、预留、审计、幂等和 Outbox 完整。","另一成员按 Runbook 成功部署/恢复；凭证扫描、健康、日志和告警通过。","§10.7;§11;§12;§14;§15.1;§17.5;最新基线:资金预留","getHealth;getReadiness;queueOrderPanelRepair","yes","wallet_devops","不建设 Kubernetes、多区域容灾、自动扩容或第三方支付自动化。","ARCH-02;FUND-06","PLANNED","P0","RUN:wallet-recovery;RUN:backup-restore","AT-WHK-003;AT-REC-003;AT-REC-005"
"M5-US-03","USER_STORY","M5","EP-M5","安全审查、业务 UAT 与发布门禁","产品、运营、客服和开发对 P0 行为达成一致，已知风险不被误当上线能力。","执行权限/隐私/日志检查，按用户/陪玩/L1-L4 流程 UAT，核对配置、回滚条件、阻断缺陷和路线图非目标。","M5-US-01;M5-US-02","delivery_lead","4-7","用户、陪玩、L1-L4 完成 UAT；频道/Role/阈值/目录/礼物/返佣配置核对；无核心链路与隔离阻断；路线图明确。","UAT、风险接受、配置快照、回滚入口和发布检查表由产品/运营/技术签署。","§2.2-2.3;§14.3;§16(M5);§17;§18;最新基线:下一阶段/近期不做","none","yes","release","不把预约、陪玩试音、用户选陪玩、指定陪玩或其他 P1 能力纳入发布门禁。","RM-01;RM-02;RM-03;RM-04;RM-05;RM-06;RM-07;RM-08;RM-09","PLANNED","P0","UAT:p0-role-flows;DOC:p0-roadmap-exclusions","AT-AUD-004;AT-RBAC-009;AT-RFP-005"
"EP-M6","EPIC","M6","EP-M6","周期结算、周报与业务 Profile","店长可按周或手动生成可靠结算清单，陪玩和客户可在各自入口查看必要历史。","结算批次、复核导出、外部支付结果登记、个人/汇总周报、客户 Profile、Discord 自助 Profile 和礼物充值回流。","EP-M3;EP-M4","product_tech_lead","31-49 (aggregate; do not sum with children)","结算不重复、不直接转账；报告可追溯；Profile 保密；余额不足礼物可选但不产生资金事实。","全部 M6 Story 验收通过，合同、实现、原型和验收证据同步。","M6规格§1-10","previewSettlementBatch;createSettlementBatch;listSettlementBatches;listAdminWeeklyReports;getAdminCustomerProfileSummary;getCurrentUserProfileSummary;checkGiftAffordability","yes","settlement_profiles","不做陪玩提现申请、自动转账、银行卡存储、税务工资单、PDF 报告或营销画像。","SET-01;RPT-01;PRF-01;GIFT-05","PLANNED","P0","SPEC:M6-settlement-reports-profiles-gift-ux","AT-SET-001;AT-RPT-001;AT-PRF-001;AT-GFT-012"
"M6-US-01","USER_STORY","M6","EP-M6","结算批次领域与持久化","每条已确认收益最多进入一个有效结算批次，金额快照可追溯。","实现 SettlementBatch/Item/Entry、自动去重、手动预览、单币种、截止时间、调整快照和作废替代。","M3-US-04;M0-US-02","backend_data","6-9","只纳入 CONFIRMED 且未结算收益；并发生成只成功一次；批次失败整批回滚；新 Adjustment 进入下一期。","领域、数据库并发、迁移和不可变约束测试通过。","M6规格§4;§8","previewSettlementBatch;createSettlementBatch;listSettlementBatches;getSettlementBatch","yes","settlement_data","不调用转账通道，不保存银行信息。","SET-01","PLANNED","P0","DB:settlement-batches","AT-SET-001;AT-SET-002;AT-SET-003"
"M6-US-02","USER_STORY","M6","EP-M6","结算复核、导出与支付登记","店长可安全复核、导出并登记第三方转账结果。","实现提交、批准、CSV 导出、逐项成功/失败、部分支付、作废、阈值与禁止高额自批。","M6-US-01;M4-US-04;M4-US-07","backend_security_api","6-9","L2 只读；L3 操作；高额手动批次不同人复核；L4 阈值；支付登记有外部编号/备注并只将成功项收益置 PAID。","权限、step-up、幂等、CSV、部分失败和绕过测试通过。","M6规格§3-4;§8","submitSettlementBatch;approveSettlementBatch;exportSettlementBatch;recordSettlementPaymentResults;voidSettlementBatch","yes","settlement_api","标记支付只记录外部结果，不代表系统执行转账。","SET-02;ACCESS-02","PLANNED","P0","API:settlement-review-export","AT-SET-004;AT-SET-005;AT-SET-006;AT-SET-010"
"M6-US-03","USER_STORY","M6","EP-M6","周期周报与通知","每周自动形成陪玩个人周报和店铺汇总，异常可见且通知失败可恢复。","实现周期配置、个人/汇总报告快照、CSV 导出、追加式修订、NEEDS_REVIEW、Outbox 生成与 Discord 私信通知。","M6-US-01;M0-US-05","backend_worker","6-9","报告区分待确认与可结算；自动重放不重复；个人+汇总原子生成；通知失败不阻断结算。","报告口径、时区边界、导出、修订、Worker 重试和隐私测试通过。","M6规格§5;§8","listAdminWeeklyReports;getAdminWeeklyReport;exportWeeklyReport;createWeeklyReportRevision;listCurrentPlayerWeeklyReports;getCurrentPlayerWeeklyReport","yes","reports_worker","不生成 PDF、不把待确认金额当作已支付。","RPT-01","PLANNED","P0","JOB:weekly-report-generation","AT-RPT-001;AT-RPT-002;AT-RPT-006;AT-RPT-007;AT-RPT-008"
"M6-US-04","USER_STORY","M6","EP-M6","Dashboard 结算、周报与客户 Profile","店长在一个后台完成结算复核并查看具体客户的订单和消费画像。","实现结算/周报页面、支付结果登记，以及客户内部 CAT 余额、预留、30/90/全部统计、订单、资金、偏好和只追加内部备注。","M6-US-02;M6-US-03;M4-US-03","frontend_dashboard_api","6-10","各模块独立加载；L1 仅查看和备注职责内客户，L2-L4 仅同 Guild；摘要、订单、资金和备注保持同一对象范围；备注不可修改删除且不返回作者身份；Profile 不泄露返佣受益人；余额来自同一内部账本快照。","API 数据口径、分页、权限、只追加数据库护栏和 Dashboard 状态测试通过。","M6规格§6.1;§8","getAdminCustomerProfileSummary;appendAdminCustomerProfileNote;listAdminCustomerOrders;listAdminUserConsumptions","no","dashboard_profiles","不做备注编辑删除、营销分群、客户评分或数据仓库。","PRF-01;ACCESS-02","PLANNED","P0","UI:settlement-customer-profile","AT-PRF-001;AT-PRF-004;AT-PRF-008;AT-PRF-009;AT-PRF-010"
"M6-US-05","USER_STORY","M6","EP-M6","Discord 用户 Profile 与陪玩周报","用户和陪玩无需学习命令即可私密查看自己的历史与周报。","扩展我的服务中心，提供余额/预留/可用、订单、消费、充值刷新；陪玩工作台提供个人周报和明细。","M6-US-03;M6-US-04;M1-US-06","api_bot","4-7","仅查询当前 Actor；ephemeral；不泄露内部备注、风险、利润或返佣受益人；旧余额不能提交资金动作。","API 归属、隐私、Sapphire 路由、分页与错误状态测试通过。","M6规格§6.2;§8","getCurrentUserProfileSummary;listCurrentUserOrders;listCurrentPlayerWeeklyReports;getCurrentPlayerWeeklyReport","no","discord_profiles","不创建长期个人频道，不公开个人资金。","PRF-02;REF-06","PLANNED","P0","BOT:profile-weekly-report","AT-PRF-002;AT-PRF-005;AT-PRF-006"
"M6-US-06","USER_STORY","M6","EP-M6","余额不足礼物的客服充值回流","用户仍可选择想要的礼物，并在客服根据 receipt 充入内部 CAT 余额后继续。","礼物选项保持可选；API 返回价格、内部余额、预留、差额和客服充值指引；Bot 提供刷新和返回；最终确认仍由 API 原子校验。","M3-US-01;M1-US-08","api_bot","3-5","余额不足选择不创建礼物/预留/任务/Outbox；客服充值后刷新可继续原礼物；价格/状态变化要求重确认；不依赖第三方充值配置。","API 事实零写入、Sapphire 原生组件、内部 CAT 余额、并发和旧礼物回归通过。","M6规格§7-8","checkGiftAffordability;createOrderGiftRequest","yes","gift_ux","余额不足结果不含支付 Link Button；不读写第三方支付平台。","GIFT-05;FUND-01","PLANNED","P0","FLOW:gift-support-top-up-continuation","AT-GFT-012;AT-GFT-013;AT-GFT-014;AT-GFT-015"
"EP-M7","EPIC","M7","EP-M7","内部 CAT 钱包与全量审计","系统以内部只追加 CAT 账本作为唯一客户余额事实，并完整审计所有写操作。","合同重整、钱包与凭证数据、通用审计、充值及渠道退款扣款、业务资金迁移、客户端改造和旧 Provider 资金能力退役。","EP-M0;EP-M1;EP-M2;EP-M3;EP-M4;EP-M5;EP-M6","product_tech_lead","34-52 (aggregate; do not sum with children)","内部金额为 CAT subunits；L2+ 近期验证后按 USD cents 付款证据即时充值；渠道退款扣款不允许负数；所有非只读操作审计。","全部 M7 Story 的实现、合同、回归和证据一致，不声称第三方渠道自动化。","M9 设计§3-§8","createAdminTopUp;createAdminExternalRefundDebit;createWalletAdjustment;listAdminWalletEntries;getAuditLog","yes","wallet_audit","不读取或写入 Stripe、PayPal、信用卡等渠道 API；不做换汇；附件可选。","WAL-01;AUD-02","PLANNED","P0","SPEC:internal-cat-ledger-universal-audit","AT-WAL-001;AT-WAL-010;AT-AUD-005;AT-AUD-008"
"M7-US-01","USER_STORY","M7","EP-M7","合同重整与 RED 验收基线","开发团队获得无 Provider 资金冲突的统一内部 CAT 钱包合同。","同步主规格、OpenAPI、Prisma 合同、配置、UI 映射、backlog、验收与发布镜像，并建立合同测试。","none","product_architecture","4-6","内部账本为唯一余额事实；新 operationId、模型、验收 ID 完整；Provider 资金、绑定、充值 URL、CNY 当前要求移除。","合同测试通过、镜像逐字节一致、证据记录 RED/GREEN；本 Story 不声称运行时能力。","M9 设计§3-§8","createAdminTopUp;createAdminExternalRefundDebit;createWalletAdjustment;listAdminWalletEntries;getAuditLog","yes","contracts","不实现运行时代码。","WAL-01;AUD-02","PLANNED","P0","CONTRACT:m7-wallet-audit","AT-WAL-001;AT-WAL-010;AT-AUD-005;AT-AUD-008"
"M7-US-02","USER_STORY","M7","EP-M7","钱包、凭证与审计变更持久化","系统保存不可变的 CAT 资金和逐对象审计事实。","新增 wallet_accounts、wallet_entries、top_ups、external_refund_debits、receipt_attachments、audit_log_changes 及迁移约束。","M7-US-01;M0-US-02","backend_data","5-8","内部金额 CAT 与正金额数据库约束生效，充值付款证据固定 USD；充值渠道交易号唯一；资金、凭证和审计事实不可更新或删除。","Prisma、迁移链、数据库约束和回归测试通过。","M9 设计§3-§8","none","yes","wallet_data","不迁移生产余额；开发数据可重建。","WAL-01;AUD-02","PLANNED","P0","DB:internal-usd-wallet","AT-WAL-001;AT-WAL-002;AT-AUD-005"
"M7-US-03","USER_STORY","M7","EP-M7","通用写操作审计封套","每次非只读尝试都可归因并能查看逐对象变化。","扩展安全写路由、Worker 与系统触发器，记录成功、失败、拒绝及 AuditLogChange；成功变更和审计同事务。","M7-US-02;M0-US-04","backend_security","6-9","Dashboard、Discord、Bot、Webhook、Job 全覆盖；敏感值脱敏；审计失败阻止成功业务提交。","API、数据库事务、Worker 重试与审计覆盖测试通过。","M9 设计§3-§8","getAuditLog","yes","universal_audit","读取操作不强制写审计。","AUD-02","PLANNED","P0","SEC:mutation-audit-envelope","AT-AUD-005;AT-AUD-006;AT-AUD-007;AT-AUD-008"
"M7-US-04","USER_STORY","M7","EP-M7","充值、渠道退款扣款与凭证 API","客服可凭收据即时充值，并安全登记已在线下完成的渠道退款。","实现余额、流水、充值、渠道退款扣款、调整、可选附件上传下载及权限阈值。","M7-US-03;M4-US-02","backend_api","7-10","充值必填字段完整且即时入账；最低要求完成近期验证的 L2；渠道退款先检查 available；附件私有且只存元数据和哈希。","API、并发、幂等、权限、附件和审计测试通过。","M9 设计§3-§8","createAdminTopUp;createAdminExternalRefundDebit;createWalletAdjustment;listAdminWalletEntries","yes","wallet_api","不调用第三方支付或退款 API；图片/PDF 附件可选。","WAL-01","PLANNED","P0","API:wallet-operations","AT-WAL-003;AT-WAL-004;AT-WAL-005;AT-WAL-006;AT-WAL-007;AT-WAL-008;AT-WAL-009"
"M7-US-05","USER_STORY","M7","EP-M7","订单、礼物与退款迁移到内部钱包","既有资金流程全部使用同一内部 CAT 余额事实。","将订单与礼物预留、捕获、释放，业务退款、Profile、指标和结算投影迁移到 WalletService。","M7-US-04;M2-US-02;M3-US-04","backend_domain","7-11","available 由 API 原子计算；并发不超支；业务退款追加贷记；所有内部金额拒绝非 CAT；既有状态机不回退。","订单、礼物、退款、Profile、报表与并发回归通过。","M9 设计§3-§8","none","yes","funding_migration","不把 FundReservation 当余额；不允许客户端计算最终可用额。","WAL-01;FUND-01","PLANNED","P0","DOMAIN:wallet-migration","AT-WAL-001;AT-WAL-002;AT-WAL-010"
"M7-US-06","USER_STORY","M7","EP-M7","Dashboard 钱包与 Discord 客服引导","客服能在 Dashboard 完成钱包操作，用户在 Discord 获得正确余额与人工充值指引。","新增客户钱包面板、充值/扣款/附件/流水交互；移除绑定和第三方充值链接；Bot 显示内部余额并联系支持。","M7-US-05;M1-US-06;M6-US-04","frontend_bot","5-8","表单预览、错误和成功状态完整；大额权限服务端决定；用户看不到内部备注或他人数据；客户端不复制资金规则。","Dashboard、Bot、API 客户端和隐私回归通过。","M9 设计§3-§8","createAdminTopUp;createAdminExternalRefundDebit;listAdminWalletEntries","no","clients","不提供用户自助渠道充值或渠道退款按钮。","WAL-01;PRIVACY-01","PLANNED","P0","UI:customer-wallet","AT-WAL-003;AT-WAL-007;AT-WAL-009"
"M7-US-07","USER_STORY","M7","EP-M7","Provider 资金能力退役与发布门禁","发布产物不再包含旧支付适配器或可被误用的资金入口。","删除 Provider 资金路由、绑定、Webhook、环境变量、运行时适配器和旧测试；执行全量回归与合同扫描。","M7-US-06;M5-US-02","release_security","4-7","源码、OpenAPI、配置和 UI 不含运行时 Provider 资金调用；全量测试、构建、迁移验证通过；开发数据重建步骤清楚。","退役扫描、UAT 门禁、回滚说明和全部 M7 证据完成。","M9 设计§3-§8","none","yes","retirement_release","不删除与外部陪玩结算结果登记有关的普通外部参考字段。","WAL-01;AUD-02;OPS-01","PLANNED","P0","GATE:m7-provider-retirement","AT-WAL-010;AT-AUD-008"
"EP-M8","EPIC","M8","EP-M8","固定猫条/CAT 展示","客户与工作人员以固定猫条/CAT 查看钱包、消费、收益和结算事实，USD 只保留为付款证据或线下转账辅助。","合同同步、固定展示名称/符号、整数格式化、Bot 接入与发布门禁。","EP-M7","product_tech_lead","8-13 (aggregate; do not sum with children)","固定 10 subunits = 1 CAT；全部内部业务金额显示 CAT；旧可配置展示环境变量失败关闭。","三个 M8 Story 的合同、实现、回归和证据一致；无第二账本或汇率配置。","M9 设计§3-§8","none","yes","wallet_presentation","不新增第二币种、汇率表、链上代币或自动换汇。","TKN-01","PLANNED","P0","SPEC:fixed-cat-wallet-display","AT-TKN-001;AT-TKN-007"
"M8-US-01","USER_STORY","M8","EP-M8","合同同步与 RED 基线","开发和验收获得一致的固定猫条/CAT 展示边界。","同步主规格、OpenAPI 扩展、业务配置、UI 原型/映射、backlog、验收、TODO 与镜像，并建立合同测试。","M7-US-07","product_architecture","2-3","API/数据库固定 CAT subunits；10 subunits 精确显示 1.0 CAT；USD 仅为付款证据或线下结算辅助。","合同测试 RED/GREEN、镜像一致、追踪矩阵增加七条且证据完整；不声称运行时已交付。","M9 设计§3-§8","none","yes","contracts","不修改 Prisma 或迁移。","TKN-01","PLANNED","P0","CONTRACT:m8-wallet-display","AT-TKN-001;AT-TKN-003;AT-TKN-004;AT-TKN-005"
"M8-US-02","USER_STORY","M8","EP-M8","固定展示与精确格式化","固定猫条名称、CAT 符号和最小金额精确显示。","实现旧展示环境变量拒绝、固定比例整数格式化、启动失败保护和部署配置。","M8-US-01;M0-US-01","bot_platform","2-4","1 CAT subunit 精确显示 0.1 CAT；任一旧展示配置启动失败；比例没有环境变量。","单元、启动配置、typecheck 和 build 通过。","M9 设计§3-§8","none","yes","wallet_formatter","不使用浮点换算，不支持 Guild 级品牌或可变汇率。","TKN-01","PLANNED","P0","BOT:wallet-display-formatter","AT-TKN-002;AT-TKN-003;AT-TKN-007"
"M8-US-03","USER_STORY","M8","EP-M8","全客户端 CAT 接入与发布门禁","客户、员工和陪玩在钱包、订单、礼物、收益、返佣、周报与结算事实中统一看到 CAT。","接入 Bot 与 Dashboard 固定 CAT 文案；陪玩结算另显示线下实际支付 USD 辅助字段，并执行全量门禁。","M8-US-02;M7-US-06","frontend_bot","4-6","内部业务金额固定 CAT；充值付款证据可显示 USD；陪玩结算 USD 辅助字段不形成第二账本。","客户/员工选择性渲染测试、全量回归、构建、数据库、审计与镜像门禁通过。","M9 设计§3-§8","none","yes","client_presentation","Dashboard 不计算第二币种账本或可变汇率。","TKN-01","PLANNED","P0","GATE:m8-wallet-display","AT-TKN-004;AT-TKN-005;AT-TKN-006"
"EP-M9","EPIC","M9","EP-M9","Discord 自助入驻与 CAT 内部账本","新成员无需外部账户即可注册玩家、申请陪玩并使用平台内猫条。","常驻入口消息、自助建档、陪玩审核、固定 USD 入金换算、CAT 单一内部账本、角色补偿同步与部署收口。","EP-M8","product_tech_lead","18-28 (aggregate; do not sum with children)","付款事实固定 USD cents；内部账本固定 CAT subunits；1 USD=10 猫条；陪玩仍可作为玩家消费。","M9 合同、迁移、API、Bot、Dashboard、角色同步、回归和证据一致。","M9 设计§1-10","registerCurrentDiscordPlayer;applyCurrentDiscordCompanion;createAdminTopUp","yes","onboarding_wallet","不接外部资金账户、不自动核验支付、不支持其他付款币种或可变汇率。","ONB-01;CAT-01;CAT-02","IN_PROGRESS","P0","SPEC:onboarding-cat-wallet","AT-ONB-001;AT-CAT-001"
"M9-US-01","USER_STORY","M9","EP-M9","合同与验收基线","产品、开发和验收共享同一套新人入驻与 CAT 资金语义。","同步主规格、API、数据、配置、交互、backlog、验收、TODO 和部署手册。","M8-US-03","product_architecture","2-4","旧 Provider、可配置 CAT 和 canonical CAT 账本语义被 M9 明确取代。","合同镜像一致、静态合同测试与追踪关系通过。","M9 设计§1-10","none","yes","contracts","不把文档状态声称为运行时完成。","ONB-01;CAT-01","IN_PROGRESS","P0","CONTRACT:m9","AT-ONB-001;AT-CAT-001"
"M9-US-02","USER_STORY","M9","EP-M9","CAT 数据迁移与只追加事实","现有业务资金事实安全迁移到固定 CAT 内部账本。","新增 CAT 钱包、USD 充值证据、陪玩审核事件、入口消息和 Discord 产品角色任务。","M9-US-01","data_backend","3-5","金额保持整数；1 USD cent=1 CAT subunit；充值证据与审核事件只追加。","Prisma、完整迁移、约束、回滚说明和数据库测试通过。","M9 设计§3;§5;§7","none","yes","data","不保留双币账本或动态汇率。","CAT-01;AUD-02","IN_PROGRESS","P0","DB:m9-cat-wallet","AT-WLT-011;AT-CAT-004"
"M9-US-03","USER_STORY","M9","EP-M9","玩家注册与陪玩申请 API","Discord 新成员可幂等创建玩家账户并提交陪玩申请。","实现可信 Actor Context 下的用户、Discord 身份、CAT 钱包、待审陪玩档案和角色任务事务。","M9-US-02","api_backend","3-5","重复点击不重复建档或入账；陪玩申请不取消玩家身份；所有写入可审计。","API、数据库、幂等、并发和权限测试通过。","M9 设计§4;§6","registerCurrentDiscordPlayer;applyCurrentDiscordCompanion","yes","api","Bot 不直连数据库或自行决定审核结果。","ONB-01;AUTH-01","IN_PROGRESS","P0","API:m9-onboarding","AT-ONB-001;AT-ONB-002;AT-ONB-006"
"M9-US-04","USER_STORY","M9","EP-M9","固定 USD 入金与 CAT 钱包 API","管理员可依据线下收款证据给用户充值猫条。","充值仅接受 USD cents、付款方式、收据号、时间、备注和原因；按固定比例一次性写入 CAT CREDIT。","M9-US-02","api_backend","3-5","paidCurrency 永远 USD；rateCatPerUsd 永远 10；creditedCatSubunits=paidAmountUsdCents；L2+且近期验证。","事务、去重、非负余额、审计和金额边界测试通过。","M9 设计§3;§5","createAdminTopUp","yes","wallet","不连接支付渠道、不自动充值、不接受其他币种。","CAT-01;CAT-02","IN_PROGRESS","P0","API:m9-topup","AT-WLT-011;AT-WLT-012;AT-WLT-013;AT-CAT-004"
"M9-US-05","USER_STORY","M9","EP-M9","Discord 常驻入口与角色补偿","新人在始终可见频道通过两个中文按钮完成注册或申请。","Bot 保证唯一常驻消息，调用统一 API，私密反馈，并重试玩家、申请中陪玩和已批准陪玩角色任务。","M9-US-03","bot_platform","3-5","消息可重建不重复；角色失败不回滚账户事实；启动对账最终收敛。","Sapphire Piece、渲染、交互、角色失败恢复和真实 Guild UAT 通过。","M9 设计§4;§6","none","yes","discord","角色只用于产品可见性，不作为员工授权事实。","ONB-01;ROL-02","IN_PROGRESS","P0","BOT:m9-onboarding","AT-ONB-003;AT-ONB-004"
"M9-US-06","USER_STORY","M9","EP-M9","Dashboard 充值与陪玩审核","有权限员工可在后台查看账户、登记充值并审批陪玩。","增加 USD 充值表单、固定换算预览、待审陪玩批准/拒绝及备注原因。","M9-US-03;M9-US-04","dashboard_api","3-5","充值展示 USD 证据与 CAT 结果；批准切换 Discord 角色；拒绝保留只追加审核历史。","Dashboard、API、权限、step-up 和审计测试通过。","M9 设计§5-7","approvePlayer;rejectPlayer;createAdminTopUp","yes","dashboard","不允许员工直接改余额或删除流水。","CAT-02;ONB-02","IN_PROGRESS","P0","DASH:m9-operations","AT-WLT-012;AT-ONB-005"
"M9-US-07","USER_STORY","M9","EP-M9","Provider 退役与 Railway 发布门禁","运行环境只依赖内部 CAT 账本并可在 Railway 安全部署。","删除 Provider/Sandbox funding 入口与环境变量，保留迁移、SPA、健康检查和生产启动校验。","M9-US-04;M9-US-06","release_security","3-4","生产不要求 Funding Adapter；部署手册不含 provision；完整构建和回归通过。","退役扫描、生产环境校验、Railway 合同和发布门禁通过。","M9 设计§8-10","none","yes","release","外部结算结果参考字段不属于资金 Provider。","OPS-01;CAT-01","IN_PROGRESS","P0","GATE:m9","AT-CAT-005;AT-ONB-006"
"M9-US-08","USER_STORY","M9","EP-M9","统一业务标签库与受控选择","运营预定义游戏、陪玩服务种类、地区、语言和礼物分类，所有新业务对象从启用标签中选择。","新增只停用不硬删的标签库 API/Dashboard；服务项目、陪玩批准和礼物版本提交稳定标签 ID并由 API 重验类型及启用状态。","M9-US-06","dashboard_api_data","5-8","标签代码不可改；停用保留历史引用；新建服务/陪玩/礼物拒绝自由文本、错误类型和停用标签；标签维护要求 catalog.manage 但不要求 MFA step-up。","迁移、API、Dashboard、权限、选择器、历史兼容和浏览器 E2E 通过。","M9 现行补充：统一业务标签库","listBusinessTags;createBusinessTag;updateBusinessTag","yes","catalog_taxonomy","不做任意层级分类树、动态表单、硬删除或历史回写。","TAG-01;CAT-03","IN_PROGRESS","P0","DASH:m9-business-tags","AT-TAG-001;AT-TAG-002;AT-TAG-003;AT-TAG-004"
"M9-US-09","USER_STORY","M9","EP-M9","Discord 客户常驻下单入口","客户无需记忆命令即可从公共入口开始找陪玩，订单频道被客服误删后也不会卡死。","复用玩家入口频道唯一常驻消息，增加开始找陪玩按钮并接通私密频道与统一订单 API；重复点击校验既有频道，缺失时原子恢复频道映射和订单面板。","M9-US-03;M9-US-05;M9-US-08","bot_api","3-5","入口消息可恢复不重复；客户无管理频道权限，客服可管理；缺失频道恢复不改变订单状态或资金；创建失败可追踪；Bot 不保存业务规则。","Bot 单测、订单 API 恢复测试、类型检查、订单回归和真实 Guild UAT 通过。","M9 现行补充：客户常驻下单入口","createOrder;recoverOrderChannel","yes","discord_order_entry","不新增第二套订单规则，不因频道删除绕过取消预览或公开客户余额。","ONB-01;ORD-03","IN_PROGRESS","P0","BOT:m9-order-entry","AT-ONB-003"
"M9-US-10","USER_STORY","M9","EP-M9","陪玩项目分成覆盖","运营可设置项目默认分成，并为每位陪玩配置项目级比例或固定收益。","服务目录使用默认分成比例；Dashboard 以可见列表展示全部项目规则、即时缓存窗口草稿并在二次确认后单条保存；接单时固化最终收益快照。","M9-US-08;M9-US-09","api_dashboard_data","5-8","个人规则二选一且优先；固定金额按计费单位；收益不超过客户价；历史订单不追溯。","合同、迁移、API、Dashboard、接单并发和收益快照测试通过。","M9 现行补充：陪玩项目分成","listPlayerCompensation;upsertPlayerCompensation","yes","player_compensation","不做阶梯分成、追溯重算或客户端计价。","CAT-03;EAR-01","IN_PROGRESS","P0","DASH:m9-player-compensation","AT-COMP-001;AT-COMP-002"
"M9-US-11","USER_STORY","M9","EP-M9","服务与礼物目录归档删除","运营可从后台删除不再销售的服务或礼物且不破坏历史事实。","列表操作区提供删除入口；统一 API 将目录实体归档并退役活动版本，不执行物理删除。","M9-US-08","api_dashboard_data","3-4","归档项目从客户与后台默认目录隐藏；历史订单、礼物请求、版本和金额快照保持可读；操作有原因和审计。","API、数据库、Dashboard、历史回归和全量门禁通过。","M9 现行补充：目录归档删除","updateServiceCatalogVersion;updateGiftCatalogItem","yes","catalog_archive","禁止 DELETE 路由、级联删除和历史回写。","CAT-03;AUD-02","IN_PROGRESS","P0","DASH:m9-catalog-archive","AT-ARC-001;AT-ARC-002"
"M9-US-12","USER_STORY","M9","EP-M9","订单频道 transcript 事件","订单频道删除后仍可按 ticket number 追查完整对话事件。","Bot 实时采集 messageCreate、messageUpdate、messageDelete，通过统一 API 追加不可变事件；API 从 Guild 与频道反查订单和 ticket。","M9-US-09","bot_api_data","4-6","Bot 不直连数据库或自报订单；事件幂等、只追加并按 ticket 索引；非订单频道安全忽略；重启不影响已保存记录。","合同、迁移、API、Bot intents/listeners、append-only 和回归测试通过。","M9 现行补充：订单 transcript","appendOrderChannelMessageEvent","yes","discord_transcript","不保存 ephemeral 消息；本 Story 不提前删除尚未封存的频道。","ORD-03;AUD-02","IN_PROGRESS","P0","BOT:m9-transcript","AT-TRN-001;AT-TRN-002"
